animeID,name,source,producers,genre,studio,episodes,airing,rank,popularity,members,favorites,reviewers,Animation_score
2400,Ghost Sweeper GS Mikami,Manga,,Comedy,Toei Animation,45,FALSE,2616,4516,7327,25,2633,7.26
2402,Ashita no Joe,Manga,Fuji TV,Action,Mushi Production,79,FALSE,232,2084,35770,884,7403,8.31
2403,Kodomo no Jikan (TV),Manga,Bandai Visual,Comedy,Diomedea,12,FALSE,3702,1118,82960,485,39890,6.99
2404,Zombie-Loan,Manga,Nihon Ad Systems,Action,Xebec,11,FALSE,3721,883,110603,371,51548,6.99
2405,Hello! Lady Lynn,Manga,,Drama,Toei Animation,36,FALSE,971,6920,2421,26,1066,7.76
2406,Sazae-san,4-koma manga,Fuji TV,Slice of Life,Eiken,NA,TRUE,6969,6362,3107,14,689,6.22
2407,Keroro Gunsou Movie 1,Manga,,Comedy,Sunrise,1,FALSE,2013,5487,4495,18,2355,7.41
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,Unknown,Kadokawa Shoten,Action,Sunrise,1,FALSE,1872,5916,3742,15,1784,7.44
2409,Gokudou-kun Manyuuki,Light novel,SoftX,Adventure,Trans Arts,26,FALSE,1451,3914,10334,103,4252,7.57
2414,Assemble Insert,Manga,Tohokushinsha Film Corporation,Sci-Fi,Studio Core,2,FALSE,7138,7071,2263,3,983,6.17
2415,Super Fishing Grander Musashi,Unknown,,Adventure,Nippon Animation,25,FALSE,3748,6711,2686,11,1194,6.98
2416,Grander Musashi RV,Unknown,Shogakukan Productions,Adventure,Nippon Animation,39,FALSE,3074,8209,1347,9,599,7.15
2418,Stranger: Mukou Hadan,Original,Bandai Visual,Action,Bones,1,FALSE,189,474,191855,2193,101506,8.38
2419,Spirit of Wonder: China-san no Yuuutsu,Unknown,Toshiba EMI,Romance,Ajia-Do,1,FALSE,5326,6494,2940,0,1131,6.61
2420,Spirit of Wonder: Shounen Kagaku Club,Unknown,Bandai Visual,Drama,Ajia-Do,2,FALSE,4645,7056,2277,1,823,6.76
2421,Super Kuma-san,Unknown,,Comedy,Toei Animation,1,FALSE,7245,9547,684,1,288,6.15
2422,Kenritsu Chikyuu Boueigun,Manga,OB Planning,Action,Studio Gallop,1,FALSE,7029,7814,1616,0,568,6.2
2423,Grey: Digital Target,Unknown,Tokuma Japan,Action,Magic Bus,1,FALSE,6843,7885,1555,3,633,6.25
2424,"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",Manga,NHK,Comedy,,3,FALSE,1378,2710,22612,530,11294,7.6
2427,Unico,Manga,Sanrio,Adventure,Madhouse,1,FALSE,2530,6404,3058,23,1310,7.29
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,Manga,Sanrio,Adventure,,1,FALSE,6392,8998,912,0,385,6.36
2429,Unico: Mahou no Shima e,Manga,Sanrio,Adventure,Madhouse,1,FALSE,3016,7699,1700,9,765,7.17
2448,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,Unknown,Bandai Visual,Action,Production I.G,1,FALSE,454,2770,21831,41,8286,8.09
2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,Manga,Bandai Visual,Action,Production I.G,1,FALSE,362,2319,29797,49,11961,8.16
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Manga,TV Asahi,Sci-Fi,Shin-Ei Animation,1,FALSE,949,5713,4069,27,2117,7.77
2451,Space Cobra,Manga,Fuji TV,Action,Tokyo Movie Shinsha,31,FALSE,900,3797,11047,158,3579,7.8
2452,Space Adventure Cobra,Manga,,Action,TMS Entertainment,1,FALSE,2972,5124,5338,27,2292,7.18
2453,Dennou Sentai Voogie's★Angel,Unknown,KSS,Action,J.C.Staff,3,FALSE,8711,7900,1540,2,565,5.6
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,Manga,,Comedy,Studio Pierrot,1,FALSE,994,4973,5773,32,2985,7.75
2455,Prayers,Unknown,KSS,Sci-Fi,,2,FALSE,8871,8688,1074,1,403,5.52
2456,Mori no Densetsu,Original,Tezuka Productions,Adventure,,1,FALSE,5543,8261,1310,1,664,6.56
2457,Majokko Tsukune-chan,Manga,Starchild Records,Comedy,Xebec,6,FALSE,4722,7346,2008,4,834,6.74
2458,Kimagure Orange☆Road OVA,Manga,,Magic,Studio Pierrot,8,FALSE,1481,5443,4577,7,2198,7.56
2459,Maison Ikkoku: Ikkokujima Nanpa Shimatsuki,Unknown,Kitty Films,Comedy,Asread,1,FALSE,3202,6321,3148,16,1313,7.12
2460,Maison Ikkoku: Kanketsu-hen,Manga,Kitty Films,Comedy,,1,FALSE,2109,5617,4236,17,1958,7.39
2461,Metal Skin Panic MADOX-01,Unknown,AIC,Action,,1,FALSE,7537,6316,3156,4,1370,6.06
2462,Toushinden,Game,,Action,J.C.Staff,2,FALSE,9224,6485,2948,1,1488,5.35
2463,Shounan Bakusouzoku,Manga,,Action,Toei Animation,12,FALSE,5414,9313,779,2,94,6.59
2464,Yoshinaga-san'chi no Gargoyle Specials,Unknown,,Adventure,Studio Hibari,5,FALSE,5966,8826,1005,1,407,6.46
2465,Idol Bouei-tai Hummingbird,Light novel,Youmex,Military,Ashi Production,4,FALSE,8169,8120,1402,1,301,5.83
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,Original,Artmic,Parody,AIC,1,FALSE,6735,9310,778,0,324,6.28
2467,3 Choume no Tama: Uchi no Tama Shirimasenka?,Unknown,Aniplex,Adventure,,36,FALSE,4741,8212,1348,6,546,6.73
2471,Doraemon (1979),Manga,TV Asahi,Adventure,Shin-Ei Animation,1787,FALSE,1033,2733,22333,235,8781,7.73
2472,Naruto: Shippuuden Movie 1,Manga,TV Tokyo,Action,Studio Pierrot,1,FALSE,2065,629,149821,301,91198,7.4
2473,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,Unknown,Starchild Records,Action,J.C.Staff,2,FALSE,7260,6978,2365,4,917,6.14
2475,6 Angels,Original,KENMedia,Action,Arcturus,6,FALSE,10118,6927,2413,1,819,4.42
2476,School Days,Visual novel,Avex Entertainment,Harem,TNK,12,FALSE,7774,158,390373,2550,235975,5.98
2482,Good Morning Althea,Unknown,animate Film,Action,,1,FALSE,8785,8530,1159,0,476,5.56
2483,Kaitouranma The Animation,Unknown,AIC,Action,,2,FALSE,7531,7606,1785,1,637,6.06
2484,Gear Fighter Dendoh,Unknown,Yomiko Advertising,Action,Sunrise,38,FALSE,2462,7242,2099,11,730,7.3
2485,Doku Tenshi no Shippo,Unknown,,Fantasy,,4,FALSE,5522,8097,1413,5,489,6.56
2488,Mei to Koneko Bus,Original,,Adventure,Studio Ghibli,1,FALSE,2062,3602,12651,20,4526,7.4
2489,Onegai My Melody,Unknown,TV Osaka,Comedy,Studio Comet,52,FALSE,3128,5224,5067,40,1460,7.14
2490,One Piece: Mezase! Kaizoku Yakyuu Ou,Manga,,Comedy,Toei Animation,1,FALSE,3127,2626,23925,11,13279,7.14
2492,Touch 2: Sayonara no Okurimono,Unknown,,Drama,Group TAC,1,FALSE,4188,8170,1374,1,557,6.86
2493,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,Unknown,Group TAC,Drama,,1,FALSE,4189,8218,1344,0,515,6.86
2495,Chance Triangle Session,Radio,Avex Entertainment,Slice of Life,Madhouse,13,FALSE,4957,5877,3798,13,1298,6.68
2497,Shin Cutey Honey,Manga,Toei Video,Adventure,Toei Animation,8,FALSE,4940,4953,5845,22,2052,6.69
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Unknown,,Comedy,Toei Animation,1,FALSE,1022,3987,9902,15,4976,7.74
2500,The Cockpit,Manga,,Historical,Madhouse,3,FALSE,2560,4493,7387,31,3130,7.28
2501,Papuwa,Manga,Sotsu,Adventure,Nippon Animation,26,FALSE,3813,8466,1194,13,321,6.96
2503,Nangoku Shounen Papuwa-kun,Manga,TV Asahi,Adventure,Nippon Animation,42,FALSE,6075,9888,575,0,85,6.43
2508,Genshiken 2,Manga,Genco,Comedy,Arms,12,FALSE,861,1402,64861,193,36182,7.82
2510,Sengoku Majin Goushougun,Original,TV Tokyo,Action,Production Reed,26,FALSE,4487,8067,1430,0,299,6.79
2511,Sengoku Majin Goushougun: Toki no Etranger,Unknown,,Action,Production Reed,1,FALSE,4574,7696,1703,8,551,6.77
2512,Detective Conan OVA 02: 16 Suspects,Manga,,Adventure,TMS Entertainment,1,FALSE,2046,3780,11133,10,5923,7.4
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,Manga,Shogakukan Productions,Adventure,TMS Entertainment,1,FALSE,2540,3855,10635,2,5540,7.28
2514,Detective Conan OVA 04: Conan and Kid and Crystal Mother,Manga,,Adventure,TMS Entertainment,1,FALSE,1387,3699,11764,4,6135,7.59
2515,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,Manga,,Adventure,TMS Entertainment,1,FALSE,2305,3995,9848,3,4995,7.34
2516,Uchuu no Senshi,Book,Bandai Visual,Space,Sunrise,6,FALSE,6828,5957,3669,5,1379,6.26
2517,Eikoku Koi Monogatari Emma: Intermission,Unknown,,Drama,,1,FALSE,3071,5758,3986,5,1740,7.15
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,Manga,Bandai Visual,Comedy,Artland,12,FALSE,2110,7007,2343,2,961,7.39
2520,Dragon Ball Specials,Manga,,Fantasy,Toei Animation,2,FALSE,4089,2901,19743,35,9861,6.88
2521,Haja Kyosei G Dangaiou,Unknown,AIC,Action,,13,FALSE,9152,7522,1858,2,468,5.39
2522,Rakushou! Hyper Doll,Manga,Triangle Staff,Magic,,2,FALSE,8319,8158,1381,0,612,5.77
2523,Izumo: Takeki Tsurugi no Senki,Visual novel,Trinet Entertainment,Adventure,,12,FALSE,6590,4049,9555,15,2844,6.31
2525,Kekkou Kamen,Manga,Dynamic Planning,Comedy,,4,FALSE,8195,6164,3346,5,1299,5.82
2526,Kirara,Manga,Ashi Production,Ecchi,,1,FALSE,6675,6897,2456,2,1111,6.29
2527,Kotetsu no Daibouken,Unknown,Daiei,Action,,2,FALSE,8033,7425,1935,1,810,5.88
2528,Megami Paradise,Unknown,Studio Fantasia,Adventure,,2,FALSE,8810,8028,1454,0,460,5.55
2529,Princess Minerva,Unknown,Group TAC,Parody,,1,FALSE,8776,8579,1127,0,464,5.57
2534,Angelique,Game,Yumeta Company,Sci-Fi,,3,FALSE,6047,5591,4286,16,1517,6.43
2535,Angelique: Seichi yori Ai wo Komete,Unknown,Yumeta Company,Adventure,,3,FALSE,6302,7100,2246,1,646,6.37
2536,Angelique: Shiroi Tsubasa no Memoire,Game,Yumeta Company,Sci-Fi,,2,FALSE,7611,6999,2351,4,738,6.03
2537,Angelique: Twin Collection,Unknown,Yumeta Company,Fantasy,,8,FALSE,7217,8647,1099,0,210,6.15
2538,With You: Mitsumeteitai,Visual novel,KENMedia,Drama,Triple X,2,FALSE,8895,9143,843,0,269,5.51
2542,Lady Georgie,Manga,TV Asahi,Drama,Tokyo Movie Shinsha,45,FALSE,2627,4942,5871,45,2574,7.26
2543,Robin Hood no Daibouken,Unknown,NHK,Adventure,Tatsunoko Production,52,FALSE,2797,5171,5200,18,2619,7.22
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,Novel,,Adventure,Nippon Animation,50,FALSE,2472,6536,2905,9,1183,7.3
2545,Huckleberry no Bouken,Novel,,Adventure,Group TAC,26,FALSE,6991,8793,1019,0,420,6.21
2546,Alps Monogatari: Watashi no Annette,Unknown,,Slice of Life,Nippon Animation,48,FALSE,4744,6966,2377,8,961,6.73
2547,Princess Sara,Novel,,Slice of Life,Nippon Animation,46,FALSE,977,3774,11182,54,5745,7.76
2548,Ai no Wakakusa Monogatari,Novel,,Drama,Nippon Animation,48,FALSE,1657,5384,4705,24,1791,7.5
2549,Perrine Monogatari,Novel,Bandai Visual,Slice of Life,Nippon Animation,53,FALSE,1373,6595,2821,12,618,7.6
2550,Onboro Film,Unknown,Tezuka Productions,Comedy,,1,FALSE,6077,7432,1929,3,1199,6.43
2552,Tetsuko no Tabi,Manga,Shogakukan Productions,Comedy,Group TAC,13,FALSE,5814,7716,1686,6,302,6.5
2553,Flanders no Inu,Novel,,Drama,Nippon Animation,52,FALSE,1830,5899,3766,9,909,7.45
2554,Ai Shoujo Pollyanna Story,Novel,,Drama,Nippon Animation,51,FALSE,3855,6188,3303,13,1254,6.94
2555,Shoukoushi Cedie,Novel,Fuji TV,Slice of Life,Nippon Animation,43,FALSE,1752,7028,2308,12,843,7.48
2556,Jungle Taitei (1989),Manga,TV Tokyo,Adventure,,52,FALSE,4555,6825,2537,9,952,6.77
2557,Trapp Ikka Monogatari,Unknown,Fuji TV,Drama,Nippon Animation,40,FALSE,1105,5580,4307,14,1887,7.71
2558,Wakakusa Monogatari: Nan to Jo-sensei,Unknown,,Drama,Nippon Animation,40,FALSE,1144,5895,3778,17,1618,7.69
2559,Romeo no Aoi Sora,Novel,,Adventure,Nippon Animation,33,FALSE,161,2565,24845,363,8785,8.42
2560,Terra e...,Manga,,Action,Toei Animation,1,FALSE,5601,4719,6555,7,2312,6.55
2561,Captain Future,Novel,,Action,Toei Animation,52,FALSE,3143,6719,2667,23,1151,7.13
2562,Shion no Ou,Manga,Yomiko Advertising,Drama,Studio Deen,22,FALSE,1326,2575,24690,81,8501,7.62
2563,Aria The OVA: Arietta,Manga,TV Tokyo,Fantasy,Hal Film Maker,1,FALSE,467,2509,25803,69,11648,8.08
2564,Code-E,Original,Nagoya Broadcasting Network,Comedy,Studio Deen,12,FALSE,5858,3413,14370,19,6032,6.48
2565,Jungle Taitei: Susume Leo!,Manga,,Adventure,Mushi Production,26,FALSE,5062,8057,1438,5,487,6.66
2566,Uchuujin Tanaka Tarou,Unknown,Viz Media,Comedy,,24,FALSE,6829,9907,569,1,196,6.26
2567,Pinocchio yori Piccolino no Bouken,Novel,,Adventure,Nippon Animation,52,FALSE,6886,8502,1170,2,571,6.24
2568,Kojika Monogatari,Novel,Visual 80,Drama,,52,FALSE,5915,10320,465,0,136,6.47
2569,Jungle Book Shounen Mowgli,Book,,Adventure,Nippon Animation,52,FALSE,3735,5658,4167,12,2287,6.98
2570,Ochame na Futago: Claire Gakuin Monogatari,Novel,Tokyo Movie Shinsha,Kids,TMS Entertainment,26,FALSE,3256,7767,1645,4,673,7.11
2571,Mitsubachi Maya no Bouken,Book,,Adventure,Nippon Animation,52,FALSE,6072,4976,5765,15,3262,6.43
2572,Fushigi no Kuni no Alice,Book,,Adventure,Nippon Animation,52,FALSE,5776,7324,2028,6,836,6.5
2573,Minami no Niji no Lucy,Unknown,,Slice of Life,Nippon Animation,50,FALSE,3560,8491,1178,4,305,7.03
2574,Kashi no Ki Mokku,Unknown,,Adventure,Tatsunoko Production,52,FALSE,8031,8700,1067,3,496,5.88
2575,Don Chuck Monogatari,Unknown,Knack Productions,Adventure,,26,FALSE,7496,9900,571,2,242,6.07
2576,Araiguma Rascal,Book,,Slice of Life,Nippon Animation,52,FALSE,4746,8086,1419,2,412,6.73
2577,Tom Sawyer no Bouken,Book,,Adventure,Nippon Animation,49,FALSE,3013,5915,3745,19,1649,7.17
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,Original,,Adventure,,52,FALSE,3848,9192,827,2,369,6.95
2579,Anime 80-nichikan Sekai Isshuu,Novel,,Adventure,Nippon Animation,26,FALSE,4125,6395,3073,6,1738,6.87
2580,Tsukuyomi: Moon Phase Special,Manga,,Comedy,Shaft,1,FALSE,4827,4065,9436,8,5035,6.72
2581,Mobile Suit Gundam 00,Original,Sotsu,Action,Sunrise,25,FALSE,322,616,152867,4003,86226,8.2
2582,Soukou Kihei Votoms,Original,TV Tokyo,Action,Sunrise,52,FALSE,885,3505,13499,283,3290,7.81
2583,Soukou Kihei Votoms: The Last Red Shoulder,Original,,Action,Sunrise,1,FALSE,2837,6828,2536,2,1252,7.21
2584,Soukou Kihei Votoms: Big Battle,Original,,Action,Sunrise,1,FALSE,4529,7095,2250,3,1063,6.78
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,Original,,Drama,,1,FALSE,2164,6682,2711,4,1208,7.38
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,Original,,Drama,Sunrise,5,FALSE,3412,7053,2283,3,975,7.07
2589,Black Cat: Toozakaru Neko,Manga,GDH,Action,Gonzo,1,FALSE,2763,3064,17811,32,7974,7.22
2591,Samurai Spirits: Haten Gouma no Shou,Game,Starchild Records,Adventure,,1,FALSE,8999,6853,2509,1,1217,5.46
2592,Kimera,Manga,animate Film,Action,,1,FALSE,9415,5368,4744,7,2244,5.23
2593,Kara no Kyoukai 1: Fukan Fuukei,Light novel,Aniplex,Action,ufotable,1,FALSE,1043,330,248466,1486,115892,7.73
2594,Piano no Mori,Manga,Sony Music Entertainment,Adventure,Madhouse,1,FALSE,917,1916,41178,104,16462,7.79
2595,D.C.II: Da Capo II,Visual novel,Starchild Records,Drama,feel.,13,FALSE,3667,2331,29479,43,13291,7
2596,Shinreigari: Ghost Hound,Original,WOWOW,Mystery,Production I.G,22,FALSE,1584,967,100063,638,31669,7.53
2597,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,Manga,,Adventure,TMS Entertainment,1,FALSE,2264,4022,9755,3,4872,7.35
2598,Juusenki L-Gaim,Original,Sotsu,Action,Sunrise,54,FALSE,4425,6226,3256,11,567,6.8
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gyabure,Unknown,Starchild Records,Action,Sunrise,1,FALSE,8351,9843,586,0,153,5.75
2600,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,Unknown,Starchild Records,Action,Sunrise,1,FALSE,8216,10051,531,0,139,5.81
2601,Juusenki L-Gaim III: Full Metal Soldier,Unknown,Starchild Records,Action,Sunrise,1,FALSE,6194,9486,707,1,191,6.4
2602,Kenkou Zenrakei Suieibu Umishou,Manga,Geneon Universal Entertainment,Comedy,Artland,13,FALSE,2820,2281,30553,87,13848,7.21
2603,Mushi-Uta,Light novel,WOWOW,Action,Zexcs,12,FALSE,4771,3494,13581,31,5389,6.73
2604,Sky Girls,Original,Konami,Mecha,J.C.Staff,26,FALSE,3368,2911,19593,46,7269,7.08
2605,Sayonara Zetsubou Sensei,Manga,Starchild Records,Comedy,Shaft,12,FALSE,605,368,227088,4045,91607,7.97
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,Original,,Action,Toei Animation,1,FALSE,5104,4001,9828,7,4522,6.65
2607,Birth,Unknown,Victor Entertainment,Action,,1,FALSE,7635,6201,3295,7,1168,6.02
2608,Wangan Midnight,Manga,OB Planning,Action,A.C.G.T.,26,FALSE,1718,3194,16378,193,6430,7.49
2609,Kakyuusei (TV),Visual novel,Pink Pineapple,Harem,,13,FALSE,6634,6555,2875,2,457,6.3
2611,Panda Kopanda,Original,,Comedy,Tokyo Movie Shinsha,2,FALSE,4217,4710,6577,14,3392,6.85
2612,Spoon Oba-san,Novel,Gakken,Kids,Studio Pierrot,130,FALSE,4578,8351,1266,2,542,6.77
2613,Mirai Shounen Conan 2: Taiga Daibouken,Unknown,,Adventure,Nippon Animation,24,FALSE,4105,8245,1324,1,305,6.88
2614,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,Novel,,Sci-Fi,Nippon Animation,1,FALSE,4022,8687,1076,2,240,6.9
2615,Otome wa Boku ni Koishiteru Special,Visual novel,,Comedy,feel.,1,FALSE,4896,3939,10231,6,5768,6.7
2616,Sora Iro no Tane,Picture book,,Kids,Studio Ghibli,1,FALSE,7981,6714,2679,0,1437,5.9
2617,Ghiblies,Original,,Comedy,Studio Ghibli,2,FALSE,5659,5426,4610,3,1775,6.53
2618,Takarajima,Novel,Tokyo Movie Shinsha,Adventure,Madhouse,26,FALSE,549,4057,9496,132,3442,8.02
2619,Spider Riders: Oracle no Yuusha-tachi,Novel,TV Tokyo,Action,Bee Train,26,FALSE,4942,5169,5216,19,2234,6.69
2620,Spider Riders: Yomigaeru Taiyou,Novel,Bee Train,Action,,26,FALSE,4577,6691,2702,5,1236,6.77
2621,Natsu e no Tobira,Manga,,Drama,Madhouse,1,FALSE,6847,6136,3387,8,1181,6.25
2622,Big Wars: Kami Utsu Akaki Kouya ni,Novel,Tokuma Japan,Action,Magic Bus,1,FALSE,8879,7392,1965,5,993,5.51
2623,Flanders no Inu (Movie),Novel,Shochiku,Drama,Nippon Animation,1,FALSE,591,3585,12857,48,3433,7.98
2624,"Flanders no Inu, Boku no Patrasche",Novel,Tokyo Movie Shinsha,Drama,TMS Entertainment,26,FALSE,2776,8498,1174,2,320,7.22
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,Unknown,,Kids,Shin-Ei Animation,1,FALSE,3969,8895,966,1,415,6.92
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,Unknown,,Fantasy,Shin-Ei Animation,1,FALSE,5815,9514,696,0,261,6.5
2627,Doraemon: It's New Year!,Unknown,Asatsu DK,Kids,,1,FALSE,4963,9223,815,0,280,6.68
2628,"The☆Doraemons: Strange, Sweets, Strange?",Unknown,,Fantasy,Shin-Ei Animation,1,FALSE,5193,9693,633,0,216,6.64
2629,Doraemon and Itchy the Stray,Unknown,Asatsu DK,Comedy,,1,FALSE,4707,9239,805,1,293,6.74
2630,Doraemon Meets Hattori the Ninja,Unknown,Asatsu DK,Comedy,,1,FALSE,3465,8646,1100,2,437,7.05
2631,The☆Doraemons: Goal! Goal! Goal!!,Unknown,,Kids,Shin-Ei Animation,1,FALSE,6254,9481,709,1,269,6.39
2632,Doraemon: Time Machine de Oshougatsu,Unknown,Asatsu DK,Sci-Fi,,1,FALSE,4545,9274,792,1,286,6.77
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,Unknown,,Adventure,Shin-Ei Animation,1,FALSE,5083,9427,733,0,248,6.66
2634,Doraemon: Doraemon Comes Back,Unknown,Asatsu DK,Comedy,,1,FALSE,2613,8562,1136,1,483,7.26
2635,Doraemon: Featherplace,Unknown,Asatsu DK,Comedy,,1,FALSE,5296,9668,639,0,201,6.61
2636,"Dorami-chan: Wow, The Kid Gang of Bandits",Unknown,,Fantasy,,1,FALSE,7671,12091,205,0,50,6.01
2637,Doraemon: It's Autumn!,Unknown,Asatsu DK,Kids,,1,FALSE,6017,9390,749,0,256,6.44
2638,Doraemon: It's Spring!,Unknown,Asatsu DK,Kids,,1,FALSE,5383,9421,736,0,240,6.59
2639,Dorami-chan: Hello Kyouryuu Kids!!,Unknown,,Fantasy,,1,FALSE,7323,12077,205,0,55,6.12
2640,Doraemon: It's Summer!,Unknown,Asatsu DK,Kids,,1,FALSE,5732,9395,746,0,252,6.51
2641,Doraemon: It's Winter!,Unknown,Asatsu DK,Kids,,1,FALSE,5049,9193,826,1,296,6.66
2642,Dorami-chan: A Blue Straw Hat,Unknown,,Kids,,1,FALSE,10778,12297,188,0,46,5.63
2644,Doraemon: Treasure of the Shinugumi Mountain,Unknown,Asatsu DK,Adventure,,1,FALSE,5655,9705,627,0,208,6.53
2645,Dorami & Doraemons: Space Land's Critical Event,Unknown,,Kids,Shin-Ei Animation,1,FALSE,4794,9591,667,0,226,6.72
2646,Dorami & Doraemons: Robot School's Seven Mysteries,Unknown,,Fantasy,,1,FALSE,4004,9205,824,2,322,6.9
2647,Dorami-chan: Mini-Dora SOS!!!,Unknown,,Kids,,1,FALSE,6309,11348,280,0,96,6.37
2648,Doraemon: 2112-nen Doraemon Tanjou,Unknown,TV Asahi,Kids,Shin-Ei Animation,1,FALSE,2379,7461,1909,5,967,7.32
2649,Doraemon: Obaachan no Omoide,Unknown,,Comedy,,1,FALSE,1731,8399,1242,3,556,7.48
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa",Unknown,TV Asahi,Adventure,Shin-Ei Animation,1,FALSE,4875,8964,925,0,372,6.7
2651,Doraemon: Doraemon Comes Back (Movie),Unknown,Asatsu DK,Comedy,,1,FALSE,3381,8902,962,1,379,7.07
2652,Doraemon: The Day When I Was Born,Unknown,,Kids,Shin-Ei Animation,1,FALSE,2985,8690,1071,1,493,7.17
2653,Doraemon: Ganbare! Gian!!,Unknown,Tokyo Movie Shinsha,Adventure,,1,FALSE,4915,9322,772,0,261,6.69
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,Unknown,,Adventure,,1,FALSE,2179,7348,2007,0,1087,7.37
2655,Doraemon Movie 23: Nobita to Robot Kingdom,Unknown,TV Asahi,Adventure,,1,FALSE,2501,6294,3181,1,1926,7.29
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,Unknown,,Adventure,Shin-Ei Animation,1,FALSE,1762,7085,2256,3,1274,7.47
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,Unknown,TV Asahi,Adventure,Shin-Ei Animation,1,FALSE,2984,7313,2036,2,1052,7.17
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,Unknown,TV Asahi,Adventure,Shin-Ei Animation,1,FALSE,2500,7549,1831,2,914,7.29
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Unknown,,Fantasy,,1,FALSE,2774,7357,1997,3,1139,7.22
2660,Doraemon: Nobita's the Night Before a Wedding,Unknown,,Fantasy,,1,FALSE,2089,8114,1405,1,705,7.39
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,Unknown,,Adventure,,1,FALSE,2265,6652,2746,4,1625,7.35
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,Unknown,TV Asahi,Adventure,Shin-Ei Animation,1,FALSE,3114,7653,1743,1,901,7.14
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,Unknown,,Adventure,Shin-Ei Animation,1,FALSE,2853,7070,2265,4,1274,7.2
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,Manga,,Adventure,,1,FALSE,1828,7121,2223,4,1228,7.45
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,Unknown,,Adventure,,1,FALSE,2569,7556,1826,1,932,7.27
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,Unknown,,Fantasy,,1,FALSE,2773,7486,1887,1,993,7.22
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,Unknown,Asatsu DK,Adventure,,1,FALSE,2655,7651,1745,1,904,7.25
2669,Doraemon Movie 06: Nobita no Little Star Wars,Unknown,,Fantasy,,1,FALSE,3238,7632,1763,2,954,7.11
2670,Doraemon Movie 12: Nobita no Dorabian Nights,Unknown,,Adventure,,1,FALSE,2542,6429,3026,0,1857,7.28
2671,Doraemon Movie 03: Nobita no Daimakyou,Unknown,,Adventure,,1,FALSE,2772,7408,1956,3,1031,7.22
2672,Doraemon Movie 05: Nobita no Makai Daibouken,Unknown,,Fantasy,,1,FALSE,1957,7381,1977,3,1043,7.42
2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Unknown,TV Asahi,Adventure,Shin-Ei Animation,1,FALSE,1230,6712,2680,7,1480,7.65
2674,Doraemon Movie 16: Nobita no Sousei Nikki,Unknown,,Adventure,Shin-Ei Animation,1,FALSE,3115,8061,1437,1,631,7.14
2675,Doraemon Movie 17: Nobita to Ginga Express,Unknown,,Fantasy,,1,FALSE,2229,7120,2227,3,1223,7.36
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,Unknown,,Adventure,,1,FALSE,2047,7326,2029,1,1131,7.4
2677,Doraemon Movie 11: Nobita to Animal Planet,Unknown,,Adventure,,1,FALSE,2459,6942,2403,2,1356,7.3
