animeID,name,source,producers,genre,studio,episodes,airing,rank,popularity,members,favorites,reviewers,Animation_score
1,Cowboy Bebop,Original,Bandai Visual,Action,Sunrise,26,FALSE,26,39,795733,43460,405664,8.81
5,Cowboy Bebop: Tengoku no Tobira,Original,Sunrise,Action,Bones,1,FALSE,164,449,197791,776,120243,8.41
6,Trigun,Manga,Victor Entertainment,Action,Madhouse,26,FALSE,255,146,408548,10432,212537,8.3
7,Witch Hunter Robin,Original,Bandai Visual,Action,Sunrise,26,FALSE,2371,1171,79397,537,32837,7.33
8,Bouken Ou Beet,Manga,TV Tokyo,Adventure,Toei Animation,52,FALSE,3544,3704,11708,14,4894,7.03
16,Hachimitsu to Clover,Manga,Genco,Comedy,J.C.Staff,24,FALSE,419,536,172274,3752,57065,8.12
17,Hungry Heart: Wild Striker,Manga,,Slice of Life,Nippon Animation,52,FALSE,1186,3124,17145,210,9307,7.67
18,Initial D Fourth Stage,Manga,OB Planning,Action,A.C.G.T.,24,FALSE,298,1262,73438,635,42555,8.23
19,Monster,Manga,VAP,Drama,Madhouse,74,FALSE,49,156,394387,19188,131233,8.69
20,Naruto,Manga,TV Tokyo,Action,Studio Pierrot,220,FALSE,705,10,1091313,39356,716412,7.9
21,One Piece,Manga,Fuji TV,Action,Toei Animation,NA,TRUE,94,36,803871,76869,465454,8.53
22,Tennis no Ouji-sama,Manga,Production I.G,Action,Trans Arts,178,FALSE,577,856,113662,2885,50306,8
23,Ring ni Kakero 1,Manga,,Action,Toei Animation,12,FALSE,5641,6501,2930,18,825,6.54
25,Sunabouzu,Manga,GDH,Action,Gonzo,24,FALSE,1679,1049,89817,673,36185,7.5
26,Texhnolyze,Original,Group TAC,Action,Madhouse,22,FALSE,942,690,138500,2864,32198,7.78
27,Trinity Blood,Light novel,,Action,Gonzo,24,FALSE,2081,695,137800,1403,61471,7.4
28,Yakitate!! Japan,Manga,TV Tokyo,Comedy,Sunrise,69,FALSE,566,1388,65862,785,27616,8.01
29,Zipang,Manga,Marvelous,Action,Studio Deen,26,FALSE,1564,3575,12951,125,4534,7.54
30,Neon Genesis Evangelion,Original,TV Tokyo,Action,Gainax,26,FALSE,215,50,715531,45828,402215,8.33
31,Neon Genesis Evangelion: Death & Rebirth,Original,Movic,Drama,Gainax,1,FALSE,1672,734,130163,413,74480,7.5
32,Neon Genesis Evangelion: The End of Evangelion,Original,TV Tokyo,Sci-Fi,Gainax,1,FALSE,107,212,333046,9558,215979,8.5
33,Kenpuu Denki Berserk,Manga,VAP,Action,OLM,25,FALSE,124,222,325769,13782,166504,8.47
43,Ghost in the Shell,Manga,Bandai Visual,Action,Production I.G,1,FALSE,209,177,364643,8400,199591,8.34
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Manga,Aniplex,Action,Studio Deen,4,FALSE,31,504,180923,4986,94681,8.78
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Manga,Aniplex,Action,Studio Gallop,94,FALSE,182,265,296561,9044,143693,8.39
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Manga,Fuji TV,Samurai,Studio Gallop,1,FALSE,1325,1984,38686,97,21576,7.62
47,Akira,Manga,Mainichi Broadcasting System,Action,Tokyo Movie Shinsha,1,FALSE,356,193,351163,5845,214961,8.17
48,.hack//Sign,Original,Bandai Visual,Game,Bee Train,26,FALSE,3341,704,135481,1229,63557,7.08
50,Aa! Megami-sama! (TV),Manga,Bandai Visual,Comedy,AIC,24,FALSE,1949,824,117198,1035,59169,7.42
51,Tenshi Kinryouku,Manga,Bandai Visual,Action,Hal Film Maker,3,FALSE,6216,1933,40458,202,23620,6.4
53,Ai Yori Aoshi,Manga,Movic,Harem,J.C.Staff,24,FALSE,2844,1139,81572,415,40592,7.2
54,Appleseed (Movie),Manga,Mainichi Broadcasting System,Action,Digital Frontier,1,FALSE,2935,1517,57811,158,34723,7.18
55,Arc the Lad,Game,Sony Pictures Entertainment,Action,Bee Train,26,FALSE,5373,3623,12444,16,4474,6.59
56,Avenger,Original,Production I.G,Adventure,Bee Train,13,FALSE,7805,3427,14237,19,5451,5.96
57,Beck,Manga,Marvelous,Comedy,Madhouse,26,FALSE,197,448,198237,6022,91614,8.36
58,Blue Gender,Original,Youmex,Adventure,AIC,26,FALSE,3232,1586,54058,360,21542,7.11
59,Chobits,Manga,TBS,Sci-Fi,Madhouse,26,FALSE,1629,211,334276,3418,182381,7.51
60,Chrno Crusade,Manga,Lantis,Action,Gonzo,24,FALSE,985,530,172946,1946,81366,7.75
61,D.N.Angel,Manga,Kadokawa Shoten,Action,Xebec,26,FALSE,2456,637,148256,1448,78088,7.3
62,D.C.: Da Capo,Visual novel,Lantis,Harem,feel.,26,FALSE,4164,1485,59502,183,24731,6.86
63,DearS,Manga,Bandai Visual,Sci-Fi,Daume,12,FALSE,4750,882,110662,362,61303,6.73
64,Rozen Maiden,Manga,Mellow Head,Action,Nomad,12,FALSE,1617,610,154546,1929,76580,7.52
65,Rozen Maiden: Träumend,Manga,Mellow Head,Action,Nomad,12,FALSE,1053,1104,84149,481,48438,7.73
67,Basilisk: Kouga Ninpou Chou,Manga,GDH,Action,Gonzo,24,FALSE,1249,722,132611,1345,57199,7.64
69,Cluster Edge,Original,Bandai Visual,Action,Sunrise,25,FALSE,6013,4332,8136,13,2241,6.44
71,Full Metal Panic!,Light novel,Kadokawa Shoten,Action,Gonzo,24,FALSE,1013,203,340901,4032,177049,7.74
72,Full Metal Panic? Fumoffu,Light novel,Tatsunoko Production,Action,Kyoto Animation,12,FALSE,385,399,215819,2743,133639,8.14
73,Full Metal Panic! The Second Raid,Light novel,Kadokawa Shoten,Action,Kyoto Animation,13,FALSE,536,456,195923,1287,115427,8.02
75,Soukyuu no Fafner: Dead Aggressor,Original,TV Tokyo Music,Action,Xebec,25,FALSE,2286,2124,34454,232,10912,7.35
76,Mahou Shoujo Lyrical Nanoha,Original,Starchild Records,Action,Seven Arcs,13,FALSE,1741,1209,77124,967,32683,7.48
77,Mahou Shoujo Lyrical Nanoha A's,Original,Starchild Records,Action,Seven Arcs,13,FALSE,499,1672,49952,952,26706,8.05
79,Shuffle!,Visual novel,Lantis,Comedy,Xebec,24,FALSE,2835,433,202630,1503,101261,7.21
80,Mobile Suit Gundam,Original,Sotsu,Action,Sunrise,43,FALSE,804,1270,72598,1438,31375,7.85
81,Mobile Suit Gundam: The 08th MS Team,Original,Atelier Musa,Military,Sunrise,12,FALSE,458,1715,48063,752,26728,8.09
82,Mobile Suit Gundam 0080: War in the Pocket,Original,Bandai Visual,Military,Sunrise,6,FALSE,742,2208,32457,507,17659,7.88
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,Original,Sotsu,Military,Sunrise,1,FALSE,4029,3999,9829,3,5015,6.9
84,Mobile Suit Gundam 0083: Stardust Memory,Original,Bandai Visual,Military,Sunrise,13,FALSE,2064,2448,26920,192,15167,7.4
85,Mobile Suit Zeta Gundam,Original,Sotsu,Military,Sunrise,50,FALSE,586,1923,40759,1292,20063,7.99
86,Mobile Suit Gundam ZZ,Original,Sotsu,Space,Sunrise,47,FALSE,4768,2642,23757,80,11017,6.73
87,Mobile Suit Gundam: Char's Counterattack,Novel,Sotsu,Military,Sunrise,1,FALSE,1019,2491,26241,205,15090,7.74
88,Mobile Suit Gundam F91,Unknown,Sotsu,Drama,Sunrise,1,FALSE,4521,3050,18010,40,9833,6.78
89,Mobile Suit Victory Gundam,Original,TV Asahi,Military,Sunrise,51,FALSE,4214,3167,16608,82,6156,6.85
90,Mobile Suit Gundam Wing,Original,TV Asahi,Action,Sunrise,49,FALSE,867,909,108562,2278,62406,7.82
91,Mobile Suit Gundam Wing: Endless Waltz,Original,Bandai Visual,Action,Sunrise,3,FALSE,805,2118,34585,194,20559,7.85
92,After War Gundam X,Original,TV Asahi,Sci-Fi,Sunrise,39,FALSE,2219,2637,23787,164,10345,7.36
94,Mobile Suit Gundam SEED Destiny,Original,Sotsu,Action,Sunrise,50,FALSE,2479,1191,78312,1133,47750,7.3
95,Turn A Gundam,Original,Sotsu,Action,Sunrise,50,FALSE,1058,2420,27476,547,9204,7.73
96,Mobile Fighter G Gundam,Original,TV Asahi,Sci-Fi,Sunrise,49,FALSE,1367,1778,45765,757,25027,7.6
97,Last Exile,Original,GDH,Action,Gonzo,26,FALSE,722,743,129036,1709,55389,7.89
98,Mai-HiME,Original,Bandai Visual,Action,Sunrise,26,FALSE,1580,1050,89769,1216,42321,7.53
99,Mai-Otome,Original,Bandai Visual,Comedy,Sunrise,26,FALSE,2242,1904,41658,322,21354,7.36
101,Air,Visual novel,Pony Canyon,Slice of Life,Kyoto Animation,12,FALSE,1994,381,224570,2584,120702,7.41
102,Aishiteruze Baby★★,Manga,Animax,Comedy,TMS Entertainment,26,FALSE,1541,1202,77444,518,40784,7.54
103,Akazukin Chacha,Manga,Nihon Ad Systems,Adventure,Studio Gallop,74,FALSE,1797,4019,9766,75,3269,7.46
104,Ayashi no Ceres,Manga,Bandai Visual,Adventure,Studio Pierrot,24,FALSE,2335,1775,45839,501,21170,7.33
105,Boys Be...,Manga,Audio Tanaka,Slice of Life,Hal Film Maker,13,FALSE,5690,3087,17520,41,7160,6.52
106,Hana yori Dango,Manga,,Drama,Toei Animation,51,FALSE,819,2031,37364,646,15258,7.84
107,Ou Dorobou Jing,Manga,Aniplex,Adventure,Studio Deen,13,FALSE,2441,2375,28628,196,11279,7.31
108,Ou Dorobou Jing in Seventh Heaven,Unknown,Aniplex,Adventure,Studio Deen,3,FALSE,2201,3930,10261,25,4665,7.37
109,Bakuretsu Tenshi,Original,GDH,Adventure,Gonzo,24,FALSE,4047,1542,55927,251,24602,6.89
110,Chuuka Ichiban!,Manga,,Action,Nippon Animation,52,FALSE,1106,3763,11287,90,4991,7.7
112,Chou Henshin Cosprayers,Original,m.o.e.,Action,Imagin,8,FALSE,9690,4749,6475,5,2339,5.03
113,Uchuu no Stellvia,Original,Starchild Records,Action,Xebec,26,FALSE,1895,3017,18413,114,7477,7.44
114,Sakigake!! Cromartie Koukou,Manga,TV Tokyo Music,Comedy,Production I.G,26,FALSE,587,1039,91122,1372,36280,7.99
115,El Hazard: The Alternative World,Original,Pioneer LDC,Adventure,AIC,13,FALSE,4011,4253,8442,9,3851,6.9
116,El Hazard: The Wanderers,Original,TV Tokyo,Adventure,AIC,26,FALSE,3509,3674,11996,33,5131,7.04
117,El Hazard: The Magnificent World,Original,Pioneer LDC,Adventure,AIC,7,FALSE,2090,3589,12749,82,5695,7.39
118,El Hazard 2: The Magnificent World,Original,Pioneer LDC,Adventure,AIC,4,FALSE,3863,4655,6770,5,3348,6.94
119,Final Approach,Visual novel,Trinet Entertainment,Comedy,Zexcs,13,FALSE,5212,2362,28858,45,14922,6.63
120,Fruits Basket,Manga,TV Tokyo,Slice of Life,Studio Deen,26,FALSE,951,244,310675,7892,175617,7.77
121,Fullmetal Alchemist,Manga,Aniplex,Action,Bones,51,FALSE,268,27,854022,22764,524986,8.28
122,Full Moon wo Sagashite,Manga,Nihon Ad Systems,Music,Studio Deen,52,FALSE,508,1241,74904,1628,32470,8.04
123,Fushigi Yuugi,Manga,TV Tokyo,Adventure,Studio Pierrot,52,FALSE,989,1197,77831,2027,35246,7.75
124,Fushigi Yuugi: Eikouden,Manga,,Adventure,Studio Pierrot,4,FALSE,3799,3495,13562,65,7196,6.96
125,Futakoi,Original,Lantis,Comedy,Telecom Animation Film,13,FALSE,5480,2389,28139,19,13132,6.57
126,Futakoi Alternative,Original,Lantis,Comedy,ufotable,13,FALSE,3729,2520,25668,64,9636,6.98
127,Gate Keepers,Game,Media Factory,Action,Gonzo,24,FALSE,3511,3125,17132,55,7175,7.04
128,Gate Keepers 21,Game,,Action,Gonzo,6,FALSE,4202,4245,8467,21,3789,6.85
129,Gensoumaden Saiyuuki,Manga,TV Tokyo,Adventure,Studio Pierrot,50,FALSE,1183,1943,40022,772,15344,7.67
130,Saiyuuki Reload,Manga,,Action,Studio Pierrot,25,FALSE,1677,2648,23696,102,9345,7.5
131,Saiyuuki Reload Gunlock,Manga,,Action,Studio Pierrot,26,FALSE,1645,3187,16424,45,6086,7.51
132,GetBackers,Manga,TBS,Action,Studio Deen,49,FALSE,1152,1043,90279,847,38643,7.68
133,Green Green,Visual novel,Pony Canyon,Comedy,Studio Matrix,12,FALSE,6465,1001,95049,250,55059,6.34
134,Gunslinger Girl,Manga,Marvelous,Action,Madhouse,13,FALSE,1662,702,135682,1040,57472,7.5
135,Hikaru no Go,Manga,TV Tokyo,Comedy,Studio Pierrot,75,FALSE,365,1054,89377,1883,41770,8.16
136,Hunter x Hunter,Manga,Fuji TV,Action,Nippon Animation,62,FALSE,123,316,256505,6423,126542,8.47
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,Manga,,Action,Nippon Animation,8,FALSE,185,1255,74017,301,42591,8.38
138,Hunter x Hunter: Greed Island,Manga,,Action,Nippon Animation,8,FALSE,250,1156,80473,232,47733,8.3
139,Hunter x Hunter: Greed Island Final,Manga,,Action,Nippon Animation,14,FALSE,192,1186,78544,209,46268,8.37
142,Kamikaze Kaitou Jeanne,Manga,,Adventure,Toei Animation,44,FALSE,1603,1993,38422,417,19874,7.52
143,Kannazuki no Miko,Manga,Studio Fantasia,Supernatural,TNK,12,FALSE,3736,1619,52235,714,22861,6.98
144,Kanon,Visual novel,Movic,Drama,Toei Animation,13,FALSE,2861,1699,49004,245,20807,7.2
145,Kareshi Kanojo no Jijou,Manga,TV Tokyo,Comedy,Gainax,26,FALSE,1261,727,131698,1611,50253,7.64
146,Kono Minikuku mo Utsukushii Sekai,Original,Geneon Universal Entertainment,Sci-Fi,Gainax,12,FALSE,4209,1709,48458,171,23719,6.85
148,Kita e.: Diamond Dust Drops,Visual novel,,Drama,Studio Deen,12,FALSE,4889,4624,6865,8,1991,6.7
149,Loveless,Manga,Bandai Visual,Action,J.C.Staff,12,FALSE,3358,942,103264,1589,52430,7.08
150,Blood+,Original,Aniplex,Action,Production I.G,50,FALSE,982,302,265515,4222,112413,7.75
151,Re: Cutey Honey,Manga,Toei Video,Action,Gainax,3,FALSE,3092,3075,17686,113,6949,7.15
152,Solty Rei,Original,AIC,Action,Gonzo,24,FALSE,2367,2732,22336,115,9430,7.33
153,Juuni Kokuki,Novel,Sogo Vision,Action,Studio Pierrot,45,FALSE,422,1060,88899,1985,30208,8.12
154,Shaman King,Manga,TV Tokyo,Action,Xebec,64,FALSE,852,366,230755,3011,127151,7.83
155,X/1999,Manga,Kadokawa Shoten,Action,Madhouse,1,FALSE,5092,2443,27050,121,14810,6.66
156,X,Manga,Bandai Visual,Action,Madhouse,24,FALSE,1653,1468,60599,734,27469,7.51
157,Mahou Sensei Negima!,Manga,Starchild Records,Comedy,Xebec,26,FALSE,3437,952,101540,572,47384,7.06
158,Maria-sama ga Miteru,Light novel,Rondo Robe,Slice of Life,Studio Deen,13,FALSE,1923,1859,43233,594,14842,7.43
159,Boukyaku no Senritsu,Manga,Kadokawa Shoten,Adventure,Gainax,24,FALSE,6225,3370,14738,44,4749,6.39
160,"Ima, Soko ni Iru Boku",Original,Victor Entertainment,Adventure,AIC,13,FALSE,1038,1128,81980,838,26652,7.73
161,Peace Maker Kurogane,Manga,GDH,Action,Gonzo,24,FALSE,2118,1876,42615,299,18076,7.39
162,Pita Ten,Manga,Broccoli,Comedy,Madhouse,26,FALSE,3564,3025,18296,96,8022,7.03
163,Power Stone,Game,Avex Entertainment,Adventure,Studio Pierrot,26,FALSE,5673,5105,5389,17,2631,6.53
164,Mononoke Hime,Original,Tokuma Shoten,Action,Studio Ghibli,1,FALSE,30,79,568463,11828,368410,8.79
165,RahXephon,Original,Asatsu DK,Action,Bones,26,FALSE,1709,1108,83932,862,32471,7.49
166,Samurai 7,Other,GDH,Historical,Gonzo,26,FALSE,1492,1036,91374,667,45991,7.56
167,Scrapped Princess,Light novel,Kadokawa Shoten,Adventure,Bones,24,FALSE,1782,1284,71737,417,29989,7.47
168,s.CRY.ed,Original,Yomiko Advertising,Action,Sunrise,26,FALSE,1935,1429,63566,615,30526,7.43
169,Shingetsutan Tsukihime,Visual novel,TBS,Action,J.C.Staff,12,FALSE,3610,846,114297,590,53265,7.02
170,Slam Dunk,Manga,TV Asahi,Comedy,Toei Animation,101,FALSE,92,751,128264,3750,60029,8.54
171,Strange Dawn,Original,,Adventure,Hal Film Maker,13,FALSE,5721,6506,2932,6,848,6.52
174,Tenjou Tenge,Manga,TV Asahi,Action,Madhouse,24,FALSE,3531,728,131441,599,67126,7.04
175,Tokyo Underground,Manga,TV Tokyo Music,Action,Studio Pierrot,26,FALSE,4945,2761,21984,38,8865,6.69
176,Triangle Heart: Sweet Songs Forever,Unknown,Discovery,Adventure,Seven Arcs,4,FALSE,6896,5119,5353,6,2182,6.24
177,Tsubasa Chronicle,Manga,NHK,Action,Bee Train,26,FALSE,1296,553,166918,2148,72410,7.63
178,Ultra Maniac,Manga,WAO World,Magic,Production Reed,26,FALSE,2684,2649,23669,125,9973,7.25
180,Vandread,Original,GDH,Action,Gonzo,13,FALSE,2563,1411,64355,401,35117,7.28
181,Vandread: The Second Stage,Original,GDH,Action,Gonzo,13,FALSE,1715,1882,42437,106,26079,7.49
183,Whistle!,Manga,Marvelous,School,Studio Comet,39,FALSE,1717,3956,10123,64,4787,7.49
184,Xenosaga The Animation,Game,Happinet Pictures,Action,Toei Animation,12,FALSE,6095,3235,15991,39,6699,6.43
186,Initial D Second Stage,Manga,OB Planning,Action,Pastel,13,FALSE,366,1117,83138,365,52693,8.16
187,Initial D Third Stage,Manga,OB Planning,Action,Studio Deen,1,FALSE,618,1305,70628,260,44916,7.96
189,Love Hina,Manga,Production I.G,Comedy,Xebec,24,FALSE,2739,473,191811,1470,104267,7.23
190,Love Hina Again,Manga,Starchild Records,Comedy,Xebec,3,FALSE,2394,1321,69568,87,44018,7.32
191,Love Hina Christmas Special: Silent Eve,Manga,Yomiko Advertising,Slice of Life,Xebec,1,FALSE,2060,1686,49493,49,31488,7.4
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Unknown,Starchild Records,Adventure,Xebec,1,FALSE,2588,1808,44750,24,27974,7.27
193,Maburaho,Light novel,Kadokawa Shoten,Comedy,J.C.Staff,24,FALSE,3987,1248,74569,236,38122,6.91
194,Macross Zero,Unknown,Bandai Visual,Adventure,Satelight,5,FALSE,1319,2372,28670,108,15264,7.62
195,Onegai☆Teacher,Original,Bandai Visual,Sci-Fi,Daume,12,FALSE,2519,779,123941,828,70677,7.29
196,Onegai☆Twins,Original,Bandai Visual,Comedy,Daume,12,FALSE,3778,1337,68816,172,40297,6.97
197,Rizelmine,Manga,m.o.e.,Sci-Fi,Madhouse,24,FALSE,5324,2917,19525,45,8192,6.61
198,Speed Grapher,Original,TV Asahi,Action,Gonzo,24,FALSE,1985,1135,81688,552,30851,7.42
199,Sen to Chihiro no Kamikakushi,Original,Toho,Adventure,Studio Ghibli,1,FALSE,18,40,789004,17043,550969,8.91
200,Tenshi na Konamaiki,Manga,,Comedy,TMS Entertainment,50,FALSE,1537,2961,19011,124,6905,7.55
201,Video Girl Ai,Manga,Shueisha,Comedy,Production I.G,6,FALSE,2604,3012,18467,90,8952,7.27
202,Wolf's Rain,Original,Bandai Visual,Action,Bones,26,FALSE,730,386,221781,5064,94639,7.89
204,Yumeria,Visual novel,,Action,Studio Deen,12,FALSE,7056,2742,22207,30,10533,6.2
205,Samurai Champloo,Original,Victor Entertainment,Action,Manglobe,26,FALSE,108,68,602539,21300,324698,8.5
206,Lodoss-tou Senki: Eiyuu Kishi Den,Novel,Kadokawa Shoten,Action,AIC,27,FALSE,2787,2848,20581,102,7887,7.22
207,Lodoss-tou Senki,Novel,Kadokawa Shoten,Action,Madhouse,13,FALSE,1668,1944,39938,393,16094,7.5
208,R.O.D: Read or Die,Light novel,Aniplex,Action,Studio Deen,3,FALSE,1050,1693,49200,296,26997,7.73
210,Ranma ½,Manga,Shogakukan Productions,Slice of Life,Studio Deen,161,FALSE,831,643,145694,2932,63538,7.84
212,Project A-Ko,Original,SOEISHINSHA,Action,APPP,1,FALSE,3784,3780,11129,91,5036,6.97
215,Pia Carrot e Youkoso!! 2 DX,Unknown,,Comedy,,6,FALSE,6118,7683,1722,2,690,6.42
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Visual novel,Geneon Universal Entertainment,Comedy,Bones,1,FALSE,7745,7210,2140,2,899,5.99
218,Kidou Senkan Nadesico,Original,Starchild Records,Action,Xebec,26,FALSE,1454,2059,36486,371,14147,7.57
222,Mezzo DSA,Original,Studio Pierrot,Action,Arms,13,FALSE,4724,3424,14279,26,6184,6.74
223,Dragon Ball,Manga,Fuji TV,Adventure,Toei Animation,153,FALSE,382,99,491047,9545,312333,8.14
225,Dragon Ball GT,Manga,Fuji TV,Action,Toei Animation,64,FALSE,5110,210,334553,1359,223329,6.65
226,Elfen Lied,Manga,VAP,Action,Arms,13,FALSE,1067,18,901294,20990,549257,7.72
227,FLCL,Original,Starchild Records,Action,Gainax,6,FALSE,477,122,449437,17570,252437,8.07
228,Jigoku Shoujo,Original,Aniplex,Mystery,Studio Deen,26,FALSE,1040,357,232764,2955,88662,7.73
229,Ninin ga Shinobuden,Manga,Toshiba Entertainment,Comedy,ufotable,12,FALSE,3708,2448,26893,131,12628,6.99
230,Air Master,Manga,VAP,Action,Toei Animation,27,FALSE,3307,2417,27534,132,11151,7.09
232,Cardcaptor Sakura,Manga,NHK,Adventure,Madhouse,70,FALSE,312,318,255161,10388,129042,8.21
233,Daa! Daa! Daa!,Manga,,Comedy,J.C.Staff,78,FALSE,950,3222,16134,227,6938,7.77
234,Dan Doh!!,Manga,TV Tokyo,Adventure,Tokyo Kids,26,FALSE,4704,6495,2936,4,1203,6.74
235,Detective Conan,Manga,Yomiuri Telecasting,Adventure,TMS Entertainment,NA,TRUE,286,537,172217,8564,83970,8.25
236,E's Otherwise,Manga,Sotsu,Adventure,Studio Pierrot,26,FALSE,4876,3520,13357,27,5622,6.7
237,Koukyoushihen Eureka Seven,Original,Aniplex,Adventure,Bones,50,FALSE,391,224,324904,8324,133989,8.14
239,Gankutsuou,Novel,GDH,Drama,Gonzo,24,FALSE,318,666,142187,2893,45028,8.2
240,Genshiken,Manga,Genco,Slice of Life,Palm Studio,12,FALSE,1088,745,128591,1220,55702,7.71
241,Girls Bravo: First Season,Manga,Lantis,Harem,AIC Spirits,11,FALSE,5387,934,105109,297,53617,6.59
242,Gokusen,Manga,VAP,Slice of Life,Madhouse,13,FALSE,1808,2397,27997,180,14226,7.46
245,Great Teacher Onizuka,Manga,Aniplex,Comedy,Studio Pierrot,43,FALSE,36,153,396574,15205,202638,8.73
246,Groove Adventure Rave,Manga,TBS,Adventure,Studio Deen,51,FALSE,2150,1286,71413,359,27373,7.38
247,Harukanaru Toki no Naka de: Hachiyou Shou,Visual novel,Yumeta Company,Fantasy,,26,FALSE,3152,3060,17862,111,5541,7.13
249,InuYasha,Manga,Yomiuri Telecasting,Action,Sunrise,167,FALSE,687,149,403574,13185,194384,7.91
250,Konjiki no Gash Bell!!,Manga,Yomiko Advertising,Adventure,Toei Animation,150,FALSE,1288,1250,74492,911,32062,7.63
251,Kyou kara Maou!,Light novel,NHK,Adventure,Studio Deen,78,FALSE,846,1268,73011,1347,25994,7.83
252,Madlax,Original,Victor Entertainment,Military,Bee Train,26,FALSE,3203,2267,30979,139,10087,7.12
253,Jungle wa Itsumo Hare nochi Guu,Manga,Bandai Visual,Slice of Life,Shin-Ei Animation,26,FALSE,673,2503,26022,376,10809,7.92
254,Jungle wa Itsumo Hare nochi Guu Deluxe,Manga,Bandai Visual,Comedy,Shin-Ei Animation,6,FALSE,700,3976,9959,25,5659,7.9
255,Jungle wa Itsumo Hare nochi Guu Final,Manga,Bandai Visual,Slice of Life,Shin-Ei Animation,7,FALSE,1042,4270,8391,13,4670,7.73
258,Hitsuji no Uta,Manga,Group TAC,Horror,Madhouse,4,FALSE,6372,3598,12676,33,5137,6.36
260,Happy☆Lesson (TV),Manga,KSS,Comedy,Studio Hibari,13,FALSE,4667,2844,20618,21,9425,6.75
261,Happy☆Lesson: Advance,Manga,KSS,Comedy,Studio Hibari,13,FALSE,3904,3721,11604,8,5188,6.93
262,Happy☆Lesson: The Final,Manga,KSS,Comedy,Studio Hibari,3,FALSE,3951,4474,7477,5,3455,6.92
263,Hajime no Ippo,Manga,VAP,Comedy,Madhouse,75,FALSE,29,313,257615,11764,128562,8.79
264,Hajime no Ippo: Champion Road,Manga,,Comedy,Madhouse,1,FALSE,204,1289,71169,159,44638,8.35
265,Hajime no Ippo: Mashiba vs. Kimura,Manga,,Comedy,Madhouse,1,FALSE,280,1509,58179,118,36873,8.26
267,Gungrave,Game,Tohokushinsha Film Corporation,Action,Madhouse,26,FALSE,655,764,126086,2035,49372,7.93
268,Golden Boy,Manga,KSS,Adventure,APPP,6,FALSE,510,539,171713,2625,99084,8.04
269,Bleach,Manga,TV Tokyo,Action,Studio Pierrot,366,FALSE,713,22,889504,42878,465028,7.89
270,Hellsing,Manga,Fuji TV,Action,Gonzo,13,FALSE,1393,134,424367,5062,233260,7.59
271,Gad Guard,Original,Hal Film Maker,Sci-Fi,Gonzo,26,FALSE,4610,3938,10230,16,3420,6.76
272,Noir,Original,Victor Entertainment,Action,Bee Train,26,FALSE,2196,1140,81480,763,29334,7.37
273,Mahoutsukai ni Taisetsu na Koto,Manga,Rondo Robe,Slice of Life,J.C.Staff,12,FALSE,4334,2960,19007,34,5478,6.82
274,Kiddy Grade,Original,gimik,Action,Gonzo,24,FALSE,2581,2081,35880,261,14758,7.27
275,Love♥Love?,Original,m.o.e.,Ecchi,Imagin,9,FALSE,7740,3101,17391,16,8043,5.99
276,Mahoromatic: Automatic Maiden,Manga,TBS,Comedy,Gainax,12,FALSE,2668,1772,46023,181,20564,7.25
277,Mahoromatic 2,Manga,Pioneer LDC,Comedy,Gainax,14,FALSE,2708,2530,25469,43,13244,7.24
278,Viewtiful Joe,Game,TV Tokyo,Action,Group TAC,51,FALSE,4266,4441,7642,25,3254,6.84
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Novel,Tokyo Movie Shinsha,Fantasy,TMS Entertainment,13,FALSE,2823,2511,25772,102,7009,7.21
280,Animal Yokochou,Manga,TV Tokyo,Adventure,Studio Gallop,51,FALSE,3752,7531,1848,7,387,6.97
281,Akane Maniax,Visual novel,Lantis,Comedy,,3,FALSE,8283,3268,15684,11,8107,5.78
282,Angel Heart,Manga,Aniplex,Action,TMS Entertainment,50,FALSE,2301,3665,12099,57,3681,7.34
283,Akage no Anne,Novel,,Slice of Life,Nippon Animation,50,FALSE,1062,3318,15199,311,4367,7.72
284,Area 88 (TV),Manga,TV Asahi,Action,Group TAC,12,FALSE,3275,4028,9708,55,3794,7.1
285,Argento Soma,Original,,Action,Sunrise,25,FALSE,4158,3072,17708,50,4736,6.86
286,B'T X,Manga,Tokyo Movie Shinsha,Adventure,TMS Entertainment,25,FALSE,3110,4452,7609,46,3538,7.14
288,Bakuten Shoot Beyblade,Manga,d-rights,Action,Madhouse,51,FALSE,4411,1376,66678,301,42088,6.8
289,Comic Party,Visual novel,KSS,Comedy,OLM,13,FALSE,5152,3341,15026,27,6213,6.64
290,Seikai no Monshou,Light novel,Bandai Visual,Action,Sunrise,13,FALSE,960,2122,34469,373,13723,7.77
292,Dear Boys,Manga,OB Planning,Drama,A.C.G.T.,26,FALSE,3860,3275,15636,45,7357,6.94
295,Divergence Eve 2: Misaki Chronicles,Original,Imagica,Adventure,Radix,13,FALSE,6409,5027,5613,9,1876,6.35
